LGA,WARD,name,type,ownership,code,lga,Type_2,ownership2,no,
,,OBETE ISIAHIANKWO,PRIMARY,PUBLIC,1,9,1,1,21,
,ALAUKWU OHANZE WARD ,ALAUKWU OHANZE,PRIMARY,PUBLIC,1,9,1,1,22,
,,OWOAHIAFOR,PRIMARY,PUBLIC,1,9,1,1,23,
,,UMUOKATAWONI,PRIMARY,PUBLIC,1,9,1,1,24,
,,UMUEZIGBE,PRIMARY,PUBLIC,1,9,1,1,25,
,,UMUOBIAKWO,PRIMARY,PUBLIC,1,9,1,1,26,
,AKUMIMO WARD ,AKUMIMO,PRIMARY,PUBLIC,1,9,1,1,27,
,,UMUANUNU,PRIMARY,PUBLIC,1,9,1,1,28,
,,ISIALA OVOM,PRIMARY,PUBLIC,1,9,1,1,29,
,NDIAKATA WARD  ,NDIAKATA,PRIMARY,PUBLIC,1,9,1,1,30,
,,ONICHANGWA,PRIMARY,PUBLIC,1,9,1,1,31,
,,UMUOKEREKENGWA,PRIMARY,PUBLIC,1,9,1,1,32,
,,ISIALANDU,PRIMARY,PUBLIC,1,9,1,1,33,
,,NCH,SECONDARY,PRIVATE,1,9,2,2,34,
,NTIGHAUZOR  WARD ,NTIGHAUZOR,PRIMARY,PUBLIC,1,9,1,1,35,
,,OKUEYI,PRIMARY,PUBLIC,1,9,1,1,36,
,,MGBOKO NTIGHAUZOR,PRIMARY,PUBLIC,1,9,1,1,37,
,ABALA WARD ,ABALA,PRIMARY,PUBLIC,1,9,1,1,38,
,,IBEME,PRIMARY,PUBLIC,1,9,1,1,39,
,,ABALA NKAMIRI,PRIMARY,PUBLIC,1,9,1,1,40,
,ISIALA ITU WARD ,ISIALA ITU,PRIMARY,PUBLIC,1,9,1,1,41,
,AKPA MBATO WARD ,AKPAMBATO,PRIMARY,PUBLIC,1,9,1,1,42,
,MGBOKO UMUANU WARD,MGBOKO UMUANU,PRIMARY,PUBLIC,1,9,1,1,43,
,,MGBOKO OKENGWA,PRIMARY,PUBLIC,1,9,1,1,44,
,MGBOKO AMIRI WARD X1,SE COM HOSPITAL,SECONDARY,PRIVATE,1,9,2,2,45,
OHAFIA,AGBOJI WARD,AGBOJI,PRIMARY,PUBLIC,1,10,1,1,1,
,,PLUS MDG,PRIMARY,PUBLIC,1,10,1,1,2,
,AKANUKWU,AKANUKWU,PRIMARY,PUBLIC,1,10,1,1,3,
,,UCHECHUKWU HOSP,SECONDARY,PRIVATE,1,10,2,2,4,
,AMAIBEZEOKE,AMUKE,PRIMARY,PUBLIC,1,10,1,1,5,
,,NDI IBE,PRIMARY,PUBLIC,1,10,1,1,6,
,,NDI ORIOKE,PRIMARY,PUBLIC,1,10,1,1,7,
,,UFIELE,PRIMARY,PUBLIC,1,10,1,1,8,
,,IBEM CHRISTIAN HOSP,SECONDARY,PRIVATE,1,10,2,2,9,
,AMEKE WARD 1,NO FACILITY,PRIMARY,PUBLIC,1,10,1,1,10,
,,NO FACILITY,SECONDARY,PRIVATE,1,10,2,2,11,
,AMEKE WARD 11,EKPANKUMA,PRIMARY,PUBLIC,1,10,1,1,12,
,,CHIOMA HOSP,SECONDARY,PRIVATE,1,10,2,2,13,
,AMIYIUMUOKWURU,UKWA NPKORO,PRIMARY,PUBLIC,1,10,1,1,14,
,,BASIC,PRIMARY,PUBLIC,1,10,1,1,15,
,AMURIE WARD,AMURIE,PRIMARY,PUBLIC,1,10,1,1,16,
,ANIA WARD,ANIA,PRIMARY,PUBLIC,1,10,1,1,17,
,,ABIA,PRIMARY,PUBLIC,1,10,1,1,18,
,EBEM OHA,EZUKWU,PRIMARY,PUBLIC,1,10,1,1,19,
,,MGBAJA,PRIMARY,PUBLIC,1,10,1,1,20,
,,IHENTA,PRIMARY,PUBLIC,1,10,1,1,21,
,,EKELUGO,PRIMARY,PUBLIC,1,10,1,1,22,
,,MBEM/COTTAGE HOSP,SECONDARY,PRIVATE,1,10,2,2,23,
,ISIAMA WARD,ISIAMA,PRIMARY,PUBLIC,1,10,1,1,24,
,,AMAEKPU,PRIMARY,PUBLIC,1,10,1,1,25,
,,UZONDU HOSP,SECONDARY,PRIVATE,1,10,2,2,26,
,NDI ELU,ETITIAMA,PRIMARY,PUBLIC,1,10,1,1,27,
,NDI ETITI,NKPORO CENTRAL,PRIMARY,PUBLIC,1,10,1,1,28,
,UGWUFIE,UGWUFIE,PRIMARY,PUBLIC,1,10,1,1,29,
,OHAFOR,OHAFOR/MODEL,PRIMARY,PUBLIC,1,10,1,1,30,
,,KINGS OF KINGS HOSP,SECONDARY,PRIVATE,1,10,2,2,31,
,OKAMU,OKON-AKU,PRIMARY,PUBLIC,1,10,1,1,32,
,,AMANGWU,PRIMARY,PUBLIC,1,10,1,1,33,
,,CATHOLIC HOSP,SECONDARY,PRIVATE,1,10,2,2,34,
,OWUWANYANWU,OKAGWE,PRIMARY,PUBLIC,1,10,1,1,35,
,,NKWEBI,PRIMARY,PUBLIC,1,10,1,1,36,
,UDUMA,NDI UDUMA,PRIMARY,PUBLIC,1,10,1,1,37,
,,ISUGWU,PRIMARY,PUBLIC,1,10,1,1,38,
OSISIOMA,AMAVO,AMAVO ETITI,PRIMARY,PUBLIC,1,11,1,1,1,
,AMAITOLU,ABAYI OBULIGBA,PRIMARY,PUBLIC,1,11,1,1,2,
,,ABAYI ARIARIA,PRIMARY,PUBLIC,1,11,1,1,3,
,,ST.ELIZABETH HOSP,SECONDARY,PRIVATE,1,11,2,2,4,
,,CHIAZOKAM MATERNITY,PRIMARY,PRIVATE,1,11,1,2,5,
,AMASATOR,WORLD BANK,PRIMARY,PUBLIC,1,11,1,1,6,
,,UMUNGASI,PRIMARY,PUBLIC,1,11,1,1,7,
,,UMULE,PRIMARY,PUBLIC,1,11,1,1,8,
,,AHIABA UMUEZE,PRIMARY,PUBLIC,1,11,1,1,9,
,,LIVING WORD HOSP,SECONDARY,PRIVATE,1,11,2,2,10,
,,TINA HOSP,SECONDARY,PRIVATE,1,11,2,2,11,
,,MOUNT ZION HOSP,SECONDARY,PRIVATE,1,11,2,2,12,
,,GOVT-COTTAGE HOSP,SECONDARY,PRIVATE,1,11,2,2,13,
,ARONGWA,EKE-ARO,PRIMARY,PUBLIC,1,11,1,1,14,
,AMASAA,UMUOBASI,PRIMARY,PUBLIC,1,11,1,1,15,
,,UMUIMO,PRIMARY,PUBLIC,1,11,1,1,16,
,,MBUTUNTA,PRIMARY,PUBLIC,1,11,1,1,17,
,OSOKWA,OSOKWA,PRIMARY,PUBLIC,1,11,1,1,18,
,URATTA,HEALTH OFFICE CLINIC,PRIMARY,PUBLIC,1,11,1,1,19,
,,IHUNAYA HOSP,SECONDARY,PRIVATE,1,11,2,2,20,
,,PEACE CLINIC,SECONDARY,PRIVATE,1,11,2,2,21,
,AMATOR,UMUAGBIA,PRIMARY,PUBLIC,1,11,1,1,22,
,,UMUOYORO,PRIMARY,PUBLIC,1,11,1,1,23,
,UMUNNEISE,OKPUALA UMUOGWO,PRIMARY,PUBLIC,1,11,1,1,24,
,OKPU-UMUOBO,OKPO-UMUOBA,PRIMARY,PUBLIC,1,11,1,1,25,
,MBUTU-UMUOJIMA,UMUOJIMA,PRIMARY,PUBLIC,1,11,1,1,26,
,OTUOBI,OTUOBI,PRIMARY,PUBLIC,1,11,1,1,27,
,,EGBEDE,PRIMARY,PUBLIC,1,11,1,1,28,
,AMAISE-AMAPUIFE,AMAPUIFE,PRIMARY,PUBLIC,1,11,1,1,29,
,MBUTUOMA,MBUTUOMA,PRIMARY,PUBLIC,1,11,1,1,30,
,URATTA AMAISE,UMUAGBARA,PRIMARY,PUBLIC,1,11,1,1,31,
,ISIALA OKPU,NO FACILITY,PRIMARY,PUBLIC,1,11,1,1,32,
,AMAVO NKWOGU,AMAVO NKWOGU,PRIMARY,PUBLIC,1,11,1,1,33,
,ODEUKWU,ODEUKWU,PRIMARY,PUBLIC,1,11,1,1,34,
,,CALVARY HOSP,SECONDARY,PRIVATE,1,11,2,2,35,
,OKPU-UMUOBO,CAVARY COTTAGE HOSP,SECONDARY,PRIVATE,1,11,2,2,36,
UGWUNAGBO,OBEGU WARD 1,OBEGU,PRIMARY,PUBLIC,1,12,1,1,1,
,,NKEM MATERNITY HOME,SECONDARY,PRIVATE,1,12,2,2,2,
,,JULLIAN’S MATERNITY,SECONDARY,PRIVATE,1,12,2,2,3,
,OBEAJA WARD 11,OBEAJA,PRIMARY,PUBLIC,1,12,1,1,4,
,,UGWUNAGBO,PRIMARY,PUBLIC,1,12,1,1,5,
,,UMUODO,PRIMARY,PUBLIC,1,12,1,1,6,
,,FLORENCE CLINIC MATERNITY,SECONDARY,PRIVATE,1,12,2,2,7,
,,NWAODAKU MEMO HOSP,SECONDARY,PRIVATE,1,12,2,2,8,
,ABAYI MBASSA WARD 3A,ABAYI NCHOKORO,PRIMARY,PUBLIC,1,12,1,1,9,
,AMAPUIDEOBIA WARD 3B,UMUAJA,PRIMARY,PUBLIC,1,12,1,1,10,
,,AMAPUIDEOBIA,PRIMARY,PUBLIC,1,12,1,1,11,
,NKPUKPUEVULA WARD 4A,WAR FRONT,PRIMARY,PUBLIC,1,12,1,1,12,
,,AZA COMMUNITY,PRIMARY,PUBLIC,1,12,1,1,13,
,OWERRI ABA WARD 4B,OWERRI ABA,PRIMARY,PUBLIC,1,12,1,1,14,
,,UMUKAMA,PRIMARY,PUBLIC,1,12,1,1,15,
,,OSUSU UMUELENDU,PRIMARY,PUBLIC,1,12,1,1,16,
,,JOHN JESUS OHANKU RD,SECONDARY,PRIVATE,1,12,2,2,17,
,,EZEDOM HOSP,SECONDARY,PRIVATE,1,12,2,2,18,
,,DIVINE HOSP & MATERNITY,SECONDARY,PRIVATE,1,12,2,2,19,
,CHIMA WARD 5A,UKEBE,PRIMARY,PUBLIC,1,12,1,1,20,
,UMUADA WARD 5B,AKAMU MODEL,PRIMARY,PUBLIC,1,12,1,1,21,
,,FATHER FARM HEALTH,SECONDARY,PRIVATE,1,12,2,2,22,
,,NKEM MATERNITY AKAMU,SECONDARY,PRIVATE,1,12,2,2,23,
,,CHIDINMA NWANKWO CLINIC,SECONDARY,PRIVATE,1,12,2,2,24,
,UMUARUKWU WARD 6,UMUAKWA,PRIMARY,PUBLIC,1,12,1,1,25,
,,UMUCHUKWU,PRIMARY,PUBLIC,1,12,1,1,26,
,UMUNKA WARD 7A,UMUNKA,PRIMARY,PUBLIC,1,12,1,1,27,
,ASA AMUHIE WARD 7B,ASANNETU,PRIMARY,PUBLIC,1,12,1,1,28,
,,ASANNETU SPARE PARTS,PRIMARY,PUBLIC,1,12,1,1,29,
,UMUGO WARD 8,AMAVO,PRIMARY,PUBLIC,1,12,1,1,30,
,,UMUGO,PRIMARY,PUBLIC,1,12,1,1,31,
,,OZAR UMUEBUKWU,PRIMARY,PUBLIC,1,12,1,1,32,
,,ALAOJI MOBILE CLINIC,PRIMARY,PUBLIC,1,12,1,1,33,
,,CECILIA’S MATERNITY HOME,SECONDARY,PRIVATE,1,12,2,2,34,
,,ONYINYE’S MATERNITY HOME,SECONDARY,PRIVATE,1,12,2,2,35,
,,LORO’S MATERNITY HOME,SECONDARY,PRIVATE,1,12,2,2,36,
,IHIEUKWU WARD 9A,IHIEUKWU,PRIMARY,PUBLIC,1,12,1,1,37,
,,JOINT HOSP,SECONDARY,PRIVATE,1,12,2,2,38,
,IHIE OBEAKU WARD 9B,IHIE ISIAKPA,PRIMARY,PUBLIC,1,12,1,1,39,
,,UMUAJARA,PRIMARY,PUBLIC,1,12,1,1,40,
,,MESSIAH’S CLINIC & MATERNITY,SECONDARY,PRIVATE,1,12,2,2,41,
,,NWODAKU MEMO HOSP & MATERNITY,SECONDARY,PRIVATE,1,12,2,2,42,
,ASA UMUNKA WARD 7A,WINNERS FAMILY MATERNITY,SECONDARY,PRIVATE,1,12,2,2,43,
UKWA EAST,AKWAETE OHAND,AKWAETE,PRIMARY,PUBLIC,1,13,1,1,1,
,,OHANDU,PRIMARY,PUBLIC,1,13,1,1,2,
,AZUMINI WARD,AZUMINI,PRIMARY,PUBLIC,1,13,1,1,3,
,IKWUEKE EAST WARD,OBUNKU,PRIMARY,PUBLIC,1,13,1,1,4,
,,OBA,PRIMARY,PUBLIC,1,13,1,1,5,
,,STAFF CLINIC,PRIMARY,PUBLIC,1,13,1,1,6,
,IKWUORIATOR EAST,AKANU,PRIMARY,PUBLIC,1,13,1,1,7,
,,OBUOZU,PRIMARY,PUBLIC,1,13,1,1,8,
,IKWUORIATOR WEST,ABAKI,PRIMARY,PUBLIC,1,13,1,1,9,
,UMUIGUBIACHARA,AKIRIKA,PRIMARY,PUBLIC,1,13,1,1,10,
,,AKIRIKA OBU,PRIMARY,PUBLIC,1,13,1,1,11,
,IKWUORIE WARD,OHANKU,PRIMARY,PUBLIC,1,13,1,1,12,
,,UJURU,PRIMARY,PUBLIC,1,13,1,1,13,
,,OKOTOKO,PRIMARY,PUBLIC,1,13,1,1,14,
,OHAMBELE,OHAMBELE,PRIMARY,PUBLIC,1,13,1,1,15,
,OBOHIA,OBOHIA,PRIMARY,PUBLIC,1,13,1,1,16,
,MBAM-ABUO,MKPUKPUAJA/O,PRIMARY,PUBLIC,1,13,1,1,17,
,OHURU,OHURU,PRIMARY,PUBLIC,1,13,1,1,18,
,MKPOROBE ,UMULE MKPOROBE,PRIMARY,PUBLIC,1,13,1,1,19,
,OBEAKU,OBEAKU,PRIMARY,PUBLIC,1,13,1,1,20,
UKWA WEST,IPU EAST WARD,OBEHIE,PRIMARY,PUBLIC,1,14,1,1,1,
,,UMUDIOBIA,PRIMARY,PUBLIC,1,14,1,1,2,
,IPU WEST WARD,COTTAGE HOSP OWAZA,PRIMARY,PUBLIC,1,14,1,1,3,
,IPU SOUTH,IMO RIVER,PRIMARY,PUBLIC,1,14,1,1,4,
,,UZUAKOLI,PRIMARY,PUBLIC,1,14,1,1,5,
,OZA UKWU WARD 1,UMUADIENWE,PRIMARY,PUBLIC,1,14,1,1,6,
,,OWO-ASA,PRIMARY,PUBLIC,1,14,1,1,7,
,,ISI UMUIKU,PRIMARY,PUBLIC,1,14,1,1,8,
,OZA UKWU WARD 11,UMUNTEKE,PRIMARY,PUBLIC,1,14,1,1,9,
,OZA WEST WARD,OBIGA,PRIMARY,PUBLIC,1,14,1,1,10,
,,UMUKALU,PRIMARY,PUBLIC,1,14,1,1,11,
,,UMUORIE,PRIMARY,PUBLIC,1,14,1,1,12,
,,UMUITURU,PRIMARY,PUBLIC,1,14,1,1,13,
,ISIUMUIKU ASA,ISIUMUIKU,PRIMARY,PUBLIC,1,14,1,1,14,
,OBOKWE WARD 1,OBOKWE,PRIMARY,PUBLIC,1,14,1,1,15,
,ASA SOUTH  WARD 1,UGWUATI,PRIMARY,PUBLIC,1,14,1,1,16,
,,OZATTA,PRIMARY,PUBLIC,1,14,1,1,17,
,ASA SOUTH WARD 11,UMAKA,PRIMARY,PUBLIC,1,14,1,1,18,
,ASA NORTH WARD,OMUMU UZO,PRIMARY,PUBLIC,1,14,1,1,19,
,,UMUEKECHI,PRIMARY,PUBLIC,1,14,1,1,20,
,,OBIBOR,PRIMARY,PUBLIC,1,14,1,1,21,
UMUAHIA NORTH,URBAN WARD 1,ISIAMA AFARA,PRIMARY,PUBLIC,1,15,1,1,1,
,URBAN WARD 11,AMUZUKWU,PRIMARY,PUBLIC,1,15,1,1,2,
,,UGBA,PRIMARY,PUBLIC,1,15,1,1,3,
,,PRIME CARE,SECONDARY,PRIVATE,1,15,2,2,4,
,URBAN WARD 111,EL-SHADDI,SECONDARY,PRIVATE,1,15,2,2,5,
,URBAN WARD 1V,INFANT WELFARE CLINIC,PRIMARY,PUBLIC,1,15,1,1,6,
,,HEALTH OFFICE,PRIMARY,PUBLIC,1,15,1,1,7,
,URBAN WARD V,WORLD BANK,PRIMARY,PUBLIC,1,15,1,1,8,
,,COMMUNITY PSYCHIA,PRIMARY,PUBLIC,1,15,1,1,9,
,ORIENDU WARD,ORIENDU,PRIMARY,PUBLIC,1,15,1,1,10,
,,EKEOBA,PRIMARY,PUBLIC,1,15,1,1,11,
,NKWOEGWU WARD,NKWOEGWU,PRIMARY,PUBLIC,1,15,1,1,12,
,,OKAIUGA,PRIMARY,PUBLIC,1,15,1,1,13,
,,OUR LADY,SECONDARY,PRIVATE,1,15,2,2,14,
,IBEKU EAST WARD 1,OKWOYI,PRIMARY,PUBLIC,1,15,1,1,15,
,,NKATA,PRIMARY,PUBLIC,1,15,1,1,16,
,,ISIEKE,PRIMARY,PUBLIC,1,15,1,1,17,
,IBEKU EAST WARD 11,EMEDE,PRIMARY,PUBLIC,1,15,1,1,18,
,IBEKU EAST WARD 111,OKWUTA,PRIMARY,PUBLIC,1,15,1,1,19,
,IBEKU WARD,MBOM,PRIMARY,PUBLIC,1,15,1,1,20,
,UMUHU WARD,OFEME,PRIMARY,PUBLIC,1,15,1,1,21,
,,IHITE UDE,PRIMARY,PUBLIC,1,15,1,1,22,
,,AMAOGWUGWU,PRIMARY,PUBLIC,1,15,1,1,23,
,NKWOACHARA,UMUAWA ALAOCHA,PRIMARY,PUBLIC,1,15,1,1,24,
,ISINGWU WARD,UMUDA,PRIMARY,PUBLIC,1,15,1,1,25,
,,AMAFOR,PRIMARY,PUBLIC,1,15,1,1,26,
,NDUME,NDUME UMUANA,PRIMARY,PUBLIC,1,15,1,1,27,
,,NDUME,PRIMARY,PUBLIC,1,15,1,1,28,
,AZUEKE,OFEKE,PRIMARY,PUBLIC,1,15,1,1,29,
,AFUGIRI WARD 1,UMUOKEHI,PRIMARY,PUBLIC,1,15,1,1,30,
,AFUGIRI WARD 11,AFUGUIRI,PRIMARY,PUBLIC,1,15,1,1,31,
,AFARAUKWU WARD,OKWULAGA,PRIMARY,PUBLIC,1,15,1,1,32,
,,OHOKOBE UMUOKEHI,PRIMARY,PUBLIC,1,15,1,1,33,
,AMAOFORO,AVONKWU,PRIMARY,PUBLIC,1,15,1,1,34,
,OKAIUGA ALAIKE,UMUKABIA,PRIMARY,PUBLIC,1,15,1,1,35,
UMUAHIA SOUTH,EZELEKE WARD,GEN HOSPITAL,SECONDARY,PUBLIC,1,16,2,1,1,
,,EZELEKE H/C,PRIMARY,PUBLIC,1,16,1,1,2,
,UBAKALA WARD A,UBAKALA ,PRIMARY,PUBLIC,1,16,1,1,3,
,,ADANMA HOSP,SECONDARY,PRIVATE,1,16,2,2,4,
,,IFEOMA HOSP,SECONDARY,PRIVATE,1,16,2,2,5,
,,ZINETH HOSP,SECONDARY,PRIVATE,1,16,2,2,6,
,,SDA HOSP,SECONDARY,PRIVATE,1,16,2,2,7,
,,DISPENSARY HOSP,SECONDARY,PRIVATE,1,16,2,2,8,
,AHIAUKWU WARD,UMUAJATA,PRIMARY,PUBLIC,1,16,1,1,9,
,,AHIAUKWU,PRIMARY,PUBLIC,1,16,1,1,10,
,,OLOKORO,PRIMARY,PUBLIC,1,16,1,1,11,
,,UMUOPKARA OZARA,PRIMARY,PUBLIC,1,16,1,1,12,
,,AMAKAMA,PRIMARY,PUBLIC,1,16,1,1,13,
,AUU,AMANGWO,PRIMARY,PUBLIC,1,16,1,1,14,
,,OLD UMUAHIA,PRIMARY,PUBLIC,1,16,1,1,15,
,EZIAMA,EZIAMA,PRIMARY,PUBLIC,1,16,1,1,16,
,EKENOBIZI,EKENOBIZI,PRIMARY,PUBLIC,1,16,1,1,17,
,EHUME,EHUME,PRIMARY,PUBLIC,1,16,1,1,18,
,OGBODIUKWU,OGBODIUKWU,PRIMARY,PUBLIC,1,16,1,1,19,
,,OGBODINIBE,PRIMARY,PUBLIC,1,16,1,1,20,
,OMEGWU,UMUIHE,PRIMARY,PUBLIC,1,16,1,1,21,
,,OHIYA,PRIMARY,PUBLIC,1,16,1,1,22,
,OHIOCHA,AMUZU,PRIMARY,PUBLIC,1,16,1,1,23,
,UBAKALA WARD B,NSIRIMO,PRIMARY,PUBLIC,1,16,1,1,24,
,,IPUPE,PRIMARY,PUBLIC,1,16,1,1,25,
,,AMIZI,PRIMARY,PUBLIC,1,16,1,1,26,
UMUNNEOCHI,,NGODO,PRIMARY,PUBLIC,1,17,1,1,1,
,,OBINELU,PRIMARY,PUBLIC,1,17,1,1,2,
,,LOMORA,PRIMARY,PUBLIC,1,17,1,1,3,
,,ISUOCHI,PRIMARY,PUBLIC,1,17,1,1,4,
,,UMUELEM,PRIMARY,PUBLIC,1,17,1,1,5,
,,NDIAWA,PRIMARY,PUBLIC,1,17,1,1,6,
,,IHIE,PRIMARY,PUBLIC,1,17,1,1,7,
,,NGADA,PRIMARY,PUBLIC,1,17,1,1,8,
,,AKPOROCHA,PRIMARY,PUBLIC,1,17,1,1,9,
,,MBALA,PRIMARY,PUBLIC,1,17,1,1,10,
,,UMUAKU,PRIMARY,PUBLIC,1,17,1,1,11,
,,AMAEKE,PRIMARY,PUBLIC,1,17,1,1,12,
,,LERU,PRIMARY,PUBLIC,1,17,1,1,13,
,,LEKWESI,PRIMARY,PUBLIC,1,17,1,1,14,
,,UMUCHIEZE,PRIMARY,PUBLIC,1,17,1,1,15,
,,LOKPANTA BASIC,PRIMARY,PUBLIC,1,17,1,1,16,
,,OBINOLU,PRIMARY,PUBLIC,1,17,1,1,17,
,,UMUOKPARA,PRIMARY,PUBLIC,1,17,1,1,18,
,,AROIKPA,PRIMARY,PUBLIC,1,17,1,1,19,
,,EZIAMA,PRIMARY,PUBLIC,1,17,1,1,20,
,,NNEATO,PRIMARY,PUBLIC,1,17,1,1,21,
,,UMUOBI,PRIMARY,PUBLIC,1,17,1,1,22,
,,GERALD HOSP,PRIMARY,PRIVATE,1,17,1,2,23,
,,OKPARAOCHA HOSP,PRIMARY,PRIVATE,1,17,1,2,24,
,,,,,,,,,,
,,,,,,,,,,
SUMMARY,,,,,,,,,,
LGA,PRIMARY,,SECONDARY,,TERTIARY,,TOTAL,,,
,PUBLIC,PRIVATE,PUBLIC,PRIVATE,PUBLIC,PRIVATE,,,,
ABA NORTH,10,15,0,20,0,0,45,,,
ABA SOUTH,31,12,0,13,1,0,57,,,
AROCHUKWU,39,0,2,4,0,0,45,,,
BENDE,49,3,0,2,0,0,54,,,
IKWUANO,31,2,0,1,0,0,34,,,
ISIALANGWA NORTH,22,0,0,0,0,0,22,,,
ISIALANGWA SOUTH,29,2,0,2,0,0,33,,,
ISUIKWAUATO,31,0,1,5,0,0,37,,,
OBINGWA,42,0,0,3,0,0,45,,,
OHAFIA,30,0,0,8,0,0,38,,,
OSISIOMA,26,1,0,9,0,0,36,,,
UGWUNAGBO,26,0,0,17,0,0,43,,,
UKWA EAST,20,0,0,0,0,0,20,,,
UKWA WEST,21,0,0,0,0,0,21,,,
UMUAHIA NORTH,32,0,0,3,0,0,35,,,
UMUAHIA SOUTH,20,0,1,5,0,0,26,,,
UMUNNEOCHI,22,2,0,0,0,0,24,,,
,481,37,4,92,1,0,615,,,
,518,,96,,1,,615,,,
"As presented in the summary table above, there are a total of 615 health facilities across all 17 LGAs in Abia State. Of this number, 84 % (518) are Primary Health Care facilities,",,,,,,,,,,
96 are Secondary Health Care facilities and one is a tertiary health care facility.,,,,,,,,,,
"Of the 518 PHC facilities, 93% (481) are public owned. The remaining 37 or 7% are privately owned.  At the Secondary Health Care level, 4 (4%) are public owned while 92 (96%) are privately owned.",,,,,,,,,,
The only tertiary health facility in the State is public owned.,,,,,,,,,,
,,,,,,,,,,
ADAMAWA STATE,,,,,,,,,,
HEALTH FACILITY LISTING ,,,,,,,,,,
 LGA,                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,NAME OF HEALTH FACILITY,FACILITY TYPE,OWNERSHIP (PUBLIC/ PRIVATE),CODE,,,,,
,,,,,,,,,,
,,,,,STATE,LGA,FACILITY TYPE,OWNERSHIP,FACILITY NUMBER,
          DEMSA ,DEMSA,MATERNITY  CENTRE,PRIMARY,PUBLIC,2,1,1,1,1,
,,MURGARAN HEALTH CLINIC,PRIMARY,PUBLIC,2,1,1,1,2,
,,KODOMON HEALTH CLINIC,PRIMARY,PUBLIC,2,1,1,1,3,
,DWAM,DWAM  MAT.  HEALTH CLINIC,PRIMARY,PUBLIC,2,1,1,1,4,
,,DOWAYA HEALTH CLINIC,PRIMARY,PUBLIC,2,1,1,1,5,
,,SABONGARI HEALTH CLINIC,PRIMARY,PUBLIC,2,1,1,1,6,
,DONG,DONG  HEALTH CLINIC,PRIMARY,PUBLIC,2,1,1,1,7,
,,JANUAWURI  HEALTH CLINIC,PRIMARY,PUBLIC,2,1,1,1,8,
,NEW DEMSA,NEW DEMSA HEALTH CLINIC,PRIMARY,PUBLIC,2,1,1,1,9,
,,KEDEMURE HEALTH CLINIC,PRIMARY,PUBLIC,2,1,1,1,10,
,,LCCN HEALTH CLINIC,PRIMARY,PRIVATE,2,1,1,2,11,
,,LIFE LINE CLINIC,PRIMARY,PRIVATE,2,1,1,2,12,
,,G.TRUST CLINIC,PRIMARY,PRIVATE,2,1,1,2,13,
,DILLI,DILLI  HEALTH CLINIC,PRIMARY,PUBLIC,2,1,1,1,14,
,,BILLACHI  HEALTH CLINIC,PRIMARY,PUBLIC,2,1,1,1,15,
,BORRONG,BORRONG HEALTH CLINIC,PRIMARY,PUBLIC,2,1,1,1,16,
,,TIKKA HEALTH CLINIC,PRIMARY,PUBLIC,2,1,1,1,17,
,,BORRONG COT. HOSPITAL,SECONDARY,PUBLIC,2,1,2,1,18,
,GWAMPA,GWAMBA HEALTH CLINIC,PRIMARY,PUBLIC,2,1,1,1,19,
,,LASSALA HEALTH POST,PRIMARY,PUBLIC,2,1,1,1,20,
,KPASAHM,KPASHAM MAT. CLINIC,PRIMARY,PUBLIC,2,1,1,1,21,
,,BALI  HEALTH CLINIC,PRIMARY,PUBLIC,2,1,1,1,22,
,,KWAFARA HEALTH POST,PRIMARY,PUBLIC,2,1,1,1,23,
,,TAGWAMBALI  HLTH CLINIC,PRIMARY,PUBLIC,2,1,1,1,24,
,,TASHAN GURU HTLH CLINIC,PRIMARY,PUBLIC,2,1,1,1,25,
,BILLE,BILLE  MATERNITY CLINIC,PRIMARY,PUBLIC,2,1,1,1,26,
,,DAKSUNG HEALTH CLINIC,PRIMARY,PUBLIC,2,1,1,1,27,
,,GAJEMBO HEALTH POST,PRIMARY,PUBLIC,2,1,1,1,28,
,MBULA,MBULA MAT. HEALTH CLINIC,PRIMARY,PUBLIC,2,1,1,1,29,
,,KPAKMAYI HEALTH CLINIC,PRIMARY,PUBLIC,2,1,1,1,30,
,,NGUGWALING HEALTH POST,PRIMARY,PUBLIC,2,1,1,1,31,
,,TAHAU MODEL H.CENTRE,PRIMARY,PUBLIC,2,1,1,1,32,
FUFORE ,BETI,BETI HEALTH CLINIC,PRIMARY,PUBLIC,2,2,1,1,1,
,,CHIGARI HEALTH CLINIC,PRIMARY,PUBLIC,2,2,1,1,2,
,,GAWI HEALTH CLINIC,PRIMARY,PUBLIC,2,2,1,1,3,
,,WURO ARDO HEALTH CLINIC,PRIMARY,PUBLIC,2,2,1,1,4,
,,GARIN CHEKEL HEALTH POST,PRIMARY,PUBLIC,2,2,1,1,5,
,,BA-USHE HEALTH POST,PRIMARY,PUBLIC,2,2,1,1,6,
,FARANG,FARANG MATERNITY CENTRE,PRIMARY,PUBLIC,2,2,1,1,7,
,,FARANG HEALTH CLINIC,PRIMARY,PUBLIC,2,2,1,1,8,
,,DAMARE HEALTH CLINIC,PRIMARY,PUBLIC,2,2,1,1,9,
,,MADDALI HEALTH POST,PRIMARY,PUBLIC,2,2,1,1,10,
,,MUBAKO HEALTH CLINIC,PRIMARY,PUBLIC,2,2,1,1,11,
,,KURIYAJI HEALTH POST,PRIMARY,PUBLIC,2,2,1,1,12,
